iter	Passed	Remaining
0	4	13335
1	10	16892
2	14	15757
3	18	15213
4	22	14944
5	27	15074
6	32	15066
7	36	14965
8	40	14850
9	44	14693
10	49	14663
11	53	14574
12	57	14525
13	61	14475
14	66	14414
15	70	14368
16	74	14344
17	78	14290
18	82	14262
19	87	14249
20	91	14242
21	95	14215
22	100	14221
23	105	14295
24	109	14267
25	113	14241
26	117	14239
27	122	14213
28	126	14178
29	130	14177
30	134	14163
31	139	14210
32	144	14247
33	149	14294
34	154	14319
35	159	14371
36	163	14388
37	168	14368
38	172	14336
39	176	14323
40	180	14307
41	184	14283
42	189	14268
43	193	14247
44	197	14233
45	202	14296
46	207	14291
47	211	14297
48	216	14284
49	220	14276
50	225	14319
51	230	14309
52	234	14317
53	238	14306
54	244	14367
55	250	14477
56	258	14625
57	262	14613
58	266	14595
59	271	14580
60	275	14574
61	280	14583
62	284	14559
63	288	14539
64	292	14517
65	297	14499
66	301	14479
67	305	14453
68	309	14433
69	313	14420
70	318	14414
71	322	14389
72	326	14381
73	330	14359
74	334	14346
75	339	14332
76	343	14321
77	347	14297
78	351	14289
79	356	14302
80	366	14516
81	371	14520
82	376	14527
83	381	14550
84	386	14542
85	390	14549
86	395	14555
87	400	14558
88	405	14564
89	410	14571
90	415	14577
91	420	14591
92	424	14580
93	429	14584
94	434	14593
95	439	14599
96	443	14585
97	447	14569
98	451	14551
99	455	14532
100	460	14519
101	464	14509
102	469	14506
103	473	14495
104	477	14482
105	482	14478
106	487	14474
107	491	14461
108	495	14452
109	499	14440
110	504	14432
111	508	14419
112	513	14412
113	517	14393
114	521	14385
115	525	14369
116	529	14355
117	534	14350
118	538	14344
119	543	14335
120	547	14322
121	551	14315
122	556	14310
123	560	14299
124	564	14288
125	569	14285
126	573	14276
127	577	14255
128	582	14248
129	586	14238
130	590	14227
131	594	14217
132	601	14272
133	606	14274
134	610	14264
135	615	14267
136	620	14273
137	626	14288
138	631	14298
139	635	14294
140	640	14295
141	645	14299
142	650	14294
143	654	14280
144	658	14269
145	662	14251
146	666	14238
147	670	14228
148	676	14236
149	680	14239
150	685	14230
151	689	14223
152	696	14261
153	703	14320
154	708	14312
155	712	14303
156	716	14288
157	721	14279
158	725	14263
159	729	14258
160	733	14244
161	738	14237
162	742	14227
163	746	14209
164	750	14197
165	754	14184
166	758	14166
167	762	14155
168	766	14140
169	770	14125
170	774	14114
171	778	14096
172	782	14083
173	786	14074
174	790	14060
175	794	14051
176	799	14039
177	803	14025
178	807	14016
179	811	14002
180	815	13987
181	819	13975
182	823	13960
183	827	13950
184	831	13939
185	835	13929
186	839	13918
187	843	13904
188	847	13889
189	854	13920
190	861	13971
191	871	14042
192	877	14067
193	881	14058
194	885	14047
195	890	14037
196	897	14070
197	901	14071
198	906	14063
199	910	14056
200	915	14048
201	921	14071
202	929	14125
203	934	14123
204	942	14162
205	947	14168
206	951	14160
207	955	14148
208	960	14138
209	965	14149
210	970	14152
211	975	14146
212	979	14140
213	984	14130
214	990	14157
215	995	14147
216	999	14134
217	1002	14119
218	1006	14104
219	1010	14092
220	1015	14084
221	1019	14071
222	1023	14064
223	1027	14056
224	1032	14049
225	1036	14035
226	1041	14044
227	1046	14043
228	1055	14096
229	1064	14146
230	1072	14183
231	1076	14178
232	1081	14173
233	1086	14169
234	1090	14168
235	1095	14165
236	1100	14163
237	1105	14158
238	1110	14160
239	1116	14173
240	1121	14169
241	1125	14157
242	1129	14147
243	1134	14152
244	1144	14208
245	1149	14212
246	1153	14197
247	1157	14182
248	1161	14173
249	1166	14164
250	1170	14153
251	1177	14178
252	1183	14188
253	1187	14178
254	1191	14168
255	1195	14159
256	1199	14147
257	1204	14137
258	1208	14130
259	1212	14120
260	1216	14107
261	1221	14099
262	1225	14093
263	1229	14080
264	1233	14066
265	1237	14057
266	1242	14053
267	1246	14045
268	1251	14037
269	1255	14029
270	1259	14021
271	1264	14014
272	1268	14007
273	1272	13997
274	1277	13989
275	1281	13978
276	1285	13969
277	1289	13960
278	1294	13952
279	1298	13947
280	1303	13939
281	1307	13932
282	1311	13925
283	1319	13951
284	1328	13989
285	1337	14030
286	1344	14056
287	1349	14051
288	1354	14046
289	1358	14039
290	1362	14028
291	1366	14017
292	1370	14007
293	1374	13996
294	1379	13988
295	1383	13981
296	1388	13974
297	1392	13965
298	1396	13958
299	1400	13949
300	1405	13940
301	1409	13934
302	1414	13925
303	1418	13918
304	1422	13910
305	1427	13902
306	1431	13893
307	1435	13886
308	1439	13875
309	1443	13867
310	1450	13884
311	1455	13875
312	1459	13865
313	1463	13858
314	1468	13850
315	1472	13842
316	1476	13833
317	1480	13825
318	1484	13816
319	1489	13807
320	1493	13800
321	1497	13790
322	1501	13781
323	1506	13772
324	1510	13765
325	1517	13783
326	1521	13775
327	1529	13796
328	1533	13787
329	1537	13778
330	1542	13771
331	1546	13761
332	1550	13752
333	1554	13745
334	1560	13752
335	1564	13744
336	1569	13737
337	1573	13730
338	1578	13723
339	1583	13729
340	1588	13723
341	1592	13714
342	1597	13708
343	1601	13701
344	1608	13720
345	1616	13736
346	1621	13735
347	1626	13736
348	1634	13761
349	1639	13754
350	1643	13744
351	1647	13737
352	1652	13734
353	1656	13726
354	1661	13726
355	1670	13756
356	1675	13750
357	1679	13742
358	1683	13733
359	1687	13723
360	1691	13713
361	1695	13703
362	1700	13694
363	1704	13687
364	1708	13679
365	1713	13671
366	1717	13662
367	1721	13651
368	1725	13644
369	1729	13635
370	1733	13626
371	1737	13616
372	1741	13606
373	1745	13599
374	1749	13589
375	1754	13581
376	1761	13593
377	1765	13586
378	1769	13578
379	1773	13570
380	1777	13561
381	1782	13554
382	1786	13548
383	1791	13540
384	1795	13532
385	1799	13527
386	1803	13517
387	1808	13510
388	1812	13501
389	1816	13493
390	1820	13485
391	1824	13477
392	1832	13491
393	1839	13505
394	1843	13497
395	1847	13490
396	1852	13482
397	1854	13464
398	1861	13472
399	1866	13471
400	1871	13465
401	1874	13455
402	1879	13448
403	1883	13440
404	1887	13432
405	1891	13422
406	1895	13414
407	1900	13407
408	1903	13397
409	1908	13391
410	1912	13382
411	1916	13376
412	1924	13394
413	1929	13386
414	1934	13384
415	1938	13378
416	1942	13369
417	1946	13360
418	1950	13353
419	1955	13345
420	1959	13337
421	1963	13330
422	1967	13324
423	1971	13313
424	1975	13304
425	1979	13297
426	1986	13308
427	1991	13302
428	1995	13296
429	2000	13289
430	2004	13283
431	2008	13276
432	2013	13270
433	2017	13261
434	2022	13260
435	2026	13253
436	2031	13246
437	2035	13240
438	2039	13229
439	2043	13223
440	2048	13217
441	2052	13210
442	2056	13203
443	2061	13197
444	2067	13201
445	2071	13194
446	2075	13188
447	2080	13182
448	2084	13175
449	2089	13172
450	2094	13172
451	2099	13166
452	2104	13164
453	2108	13158
454	2113	13152
455	2117	13146
456	2121	13138
457	2125	13131
458	2130	13126
459	2135	13122
460	2139	13116
461	2144	13110
462	2148	13104
463	2152	13098
464	2157	13093
465	2161	13087
466	2166	13080
467	2170	13072
468	2174	13067
469	2179	13060
470	2183	13054
471	2187	13045
472	2191	13037
473	2195	13028
474	2199	13021
475	2203	13014
476	2207	13006
477	2212	13000
478	2219	13011
479	2223	13004
480	2228	12998
481	2232	12990
482	2236	12984
483	2241	12978
484	2245	12972
485	2249	12965
486	2254	12959
487	2257	12950
488	2262	12944
489	2266	12939
490	2273	12948
491	2278	12941
492	2282	12934
493	2286	12926
494	2290	12921
495	2294	12913
496	2299	12908
497	2303	12900
498	2307	12892
499	2311	12885
500	2316	12879
501	2320	12872
502	2324	12866
503	2330	12867
504	2338	12880
505	2343	12878
506	2348	12879
507	2354	12878
508	2358	12872
509	2363	12867
510	2368	12864
511	2372	12860
512	2377	12855
513	2382	12851
514	2386	12845
515	2390	12838
516	2395	12832
517	2399	12825
518	2402	12815
519	2406	12803
520	2409	12794
521	2414	12789
522	2419	12785
523	2423	12779
524	2427	12772
525	2431	12764
526	2435	12755
527	2440	12750
528	2444	12743
529	2448	12738
530	2453	12732
531	2457	12725
532	2461	12717
533	2465	12712
534	2470	12705
535	2474	12699
536	2478	12693
537	2483	12690
538	2488	12686
539	2493	12682
540	2497	12676
541	2501	12669
542	2505	12663
543	2510	12658
544	2516	12661
545	2521	12656
546	2525	12649
547	2529	12642
548	2533	12636
549	2537	12629
550	2542	12623
551	2546	12617
552	2551	12612
553	2555	12605
554	2559	12599
555	2563	12592
556	2567	12584
557	2572	12581
558	2576	12573
559	2580	12567
560	2585	12563
561	2589	12556
562	2593	12550
563	2598	12545
564	2602	12539
565	2607	12533
566	2611	12525
567	2615	12519
568	2620	12516
569	2624	12511
570	2629	12506
571	2633	12500
572	2638	12495
573	2642	12490
574	2647	12485
575	2651	12478
576	2655	12472
577	2659	12465
578	2664	12460
579	2668	12455
580	2673	12450
581	2677	12445
582	2682	12442
583	2687	12437
584	2691	12431
585	2695	12424
586	2700	12419
587	2704	12414
588	2710	12417
589	2715	12412
590	2721	12413
591	2725	12406
592	2729	12400
593	2734	12395
594	2738	12388
595	2742	12382
596	2746	12376
597	2751	12371
598	2755	12365
599	2760	12364
600	2765	12358
601	2769	12353
602	2774	12347
603	2778	12341
604	2782	12336
605	2788	12338
606	2793	12332
607	2797	12326
608	2801	12320
609	2806	12314
610	2810	12308
611	2814	12301
612	2819	12297
613	2823	12292
614	2828	12287
615	2832	12280
616	2836	12273
617	2840	12268
618	2845	12262
619	2849	12255
620	2853	12250
621	2857	12244
622	2861	12237
623	2866	12231
624	2870	12225
625	2875	12221
626	2881	12225
627	2888	12229
628	2892	12223
629	2896	12216
630	2901	12211
631	2905	12206
632	2909	12200
633	2913	12193
634	2918	12187
635	2922	12183
636	2927	12177
637	2931	12172
638	2936	12168
639	2940	12163
640	2945	12158
641	2949	12152
642	2953	12146
643	2957	12139
644	2962	12136
645	2970	12145
646	2976	12145
647	2980	12139
648	2983	12127
649	2988	12122
650	2992	12118
651	3000	12127
652	3008	12137
653	3015	12138
654	3019	12133
655	3024	12129
656	3028	12123
657	3032	12116
658	3037	12111
659	3041	12104
660	3045	12098
661	3049	12091
662	3053	12086
663	3058	12081
664	3062	12076
665	3066	12069
666	3071	12064
667	3075	12059
668	3080	12056
669	3087	12059
670	3091	12054
671	3096	12049
672	3100	12043
673	3105	12038
674	3109	12032
675	3113	12026
676	3118	12022
677	3122	12016
678	3127	12010
679	3131	12005
680	3135	11999
681	3140	11994
682	3145	11993
683	3151	11995
684	3158	11997
685	3162	11991
686	3167	11986
687	3171	11980
688	3176	11975
689	3180	11970
690	3184	11964
691	3189	11958
692	3193	11953
693	3197	11948
694	3202	11943
695	3206	11936
696	3210	11931
697	3215	11926
698	3219	11920
699	3224	11915
700	3228	11910
701	3233	11905
702	3237	11899
703	3241	11893
704	3245	11887
705	3250	11881
706	3254	11877
707	3257	11866
708	3262	11861
709	3266	11855
710	3270	11849
711	3274	11843
712	3279	11837
713	3283	11832
714	3287	11826
715	3292	11821
716	3299	11825
717	3304	11824
718	3309	11821
719	3314	11818
720	3319	11815
721	3323	11806
722	3328	11804
723	3333	11799
724	3337	11795
725	3343	11792
726	3348	11789
727	3353	11786
728	3357	11782
729	3362	11777
730	3370	11784
731	3375	11781
732	3380	11777
733	3384	11772
734	3388	11766
735	3393	11761
736	3397	11756
737	3406	11765
738	3412	11764
739	3420	11774
740	3425	11768
741	3429	11763
742	3434	11758
743	3438	11753
744	3443	11747
745	3447	11742
746	3451	11736
747	3455	11730
748	3460	11725
749	3465	11721
750	3469	11715
751	3473	11709
752	3478	11704
753	3482	11699
754	3486	11693
755	3495	11702
756	3503	11707
757	3507	11701
758	3511	11695
759	3515	11690
760	3520	11685
761	3525	11682
762	3530	11677
763	3534	11671
764	3538	11665
765	3543	11661
766	3547	11656
767	3554	11658
768	3560	11659
769	3565	11654
770	3570	11650
771	3574	11645
772	3579	11639
773	3583	11634
774	3588	11631
775	3595	11633
776	3601	11634
777	3606	11631
778	3612	11629
779	3617	11626
780	3622	11622
781	3626	11618
782	3630	11611
783	3635	11605
784	3639	11600
785	3643	11594
786	3648	11589
787	3652	11582
788	3656	11577
789	3660	11571
790	3663	11561
791	3668	11556
792	3672	11550
793	3677	11545
794	3681	11540
795	3685	11534
796	3689	11528
797	3694	11523
798	3699	11518
799	3703	11512
800	3707	11507
801	3712	11502
802	3716	11497
803	3721	11492
804	3725	11487
805	3729	11481
806	3734	11475
807	3738	11470
808	3745	11473
809	3751	11472
810	3755	11466
811	3760	11461
812	3764	11455
813	3768	11449
814	3773	11444
815	3777	11438
816	3781	11433
817	3786	11428
818	3790	11422
819	3794	11417
820	3799	11411
821	3803	11406
822	3808	11401
823	3812	11396
824	3816	11389
825	3820	11383
826	3825	11378
827	3829	11372
828	3833	11366
829	3837	11361
830	3841	11353
831	3845	11347
832	3849	11342
833	3854	11336
834	3858	11330
835	3862	11324
836	3868	11322
837	3872	11317
838	3877	11312
839	3881	11307
840	3886	11302
841	3890	11297
842	3894	11291
843	3899	11288
844	3904	11283
845	3908	11278
846	3917	11285
847	3924	11287
848	3929	11285
849	3935	11283
850	3941	11283
851	3945	11277
852	3950	11272
853	3954	11267
854	3957	11257
855	3962	11252
856	3965	11245
857	3973	11248
858	3981	11254
859	3988	11256
